session_id,measurement_id,sample_id,roi_within_measurement,theta_deg,theta_threshold_mad_deg,center_x_um,center_y_um,width_um,height_um,area_um2,edge_completeness,fit_residual_um,area_consistency,contrast_um,quality_score,successful_thresholds,status,warning
zro2_120_formal,17,17,single,-0.650000000002521,0.0,1.6880340901059683,3.359203704892904,187.1373069463767,189.46834512950159,34303.83531719139,1.0,1.212024758142519,0.6657314580376676,54.341627910540566,0.8490489804994843,3,PASS,
zro2_120_formal,20,20,single,-0.650000000002521,0.04999999999999716,28.63184700374289,-10.091680166727356,200.32828863287017,199.85250673660306,38886.17725139617,0.975,1.0152230039551284,0.9235237449543996,62.489090836058764,0.9031028026378041,3,PASS,
zro2_120_formal,21,21,single,-0.5500000000025267,0.0,-5.147422906407485,14.975422513817142,193.88935646362472,193.60931853174344,36789.3921573687,1.0,0.8404193278224952,0.795066808812494,56.231230299672525,0.896973616812764,3,PASS,
zro2_120_formal,22,22,single,-0.4500000000025324,0.0,36.065866887208024,-3.133924742724575,190.5204896812833,189.68436055224356,34821.84227816434,1.0,1.3373809857917678,0.6908252312448516,50.601821047121625,0.8473086320059313,3,PASS,
zro2_120_formal,23,23,single,-0.7000000000025182,0.0,21.884739040029288,-7.445715130039054,184.73552811504214,190.91016674531468,28897.7521511993,1.0,1.7089471796900142,0.45247729066113623,60.11018813770019,0.7809071821079288,3,PASS,
zro2_120_formal,24,24,single,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,STOP,only 1 successful segmentation thresholds
zro2_120_formal,32,32,single,-0.5500000000025267,0.09999999999999432,-47.40039062506996,-11.238922083733293,190.65596246806265,190.11433061852745,35340.44151784867,1.0,0.9400325424466303,0.7168952055718982,48.52035401351139,0.8750850208543715,2,PASS,
zro2_120_formal,34,34,single,-0.8500000000025096,0.04999999999999716,-7.391127793496195,-1.0824863096441304,199.99896261320893,200.01539452434628,39284.18854544353,1.0,0.7552269927098862,0.9501557222990212,55.01048217093696,0.9335711264828426,3,PASS,
zro2_120_formal,36,36,single,-0.7000000000025182,0.04999999999999716,-12.17163651266157,0.22169641641776452,201.98164018658179,198.84624224266048,39307.64278241418,1.0,0.8883052882533065,0.9517488548066587,54.62527535230612,0.9253595969316145,3,PASS,
zro2_120_formal,38,38,single,-0.7500000000025153,0.04999999999999716,-30.31856831096057,13.795393196977377,194.33379843727928,195.02938543072645,36028.432468987674,1.0,1.4950172615755832,0.753005012067461,53.85562337794658,0.851349280098146,3,PASS,
zro2_120_formal,40,40,single,-0.7000000000025182,0.04999999999999716,9.032441610285574,3.4990102264134904,185.94977044866192,183.2311630883031,32133.370751468243,1.0,1.5243279927982059,0.5701236059146273,57.500874632155785,0.813315226638684,3,PASS,
zro2_120_formal,41,41,single,-0.7000000000025182,0.0,17.855295735595735,-4.038849244319472,188.0423370675444,182.94027023002707,32745.905394777437,1.0,1.2893785249652865,0.5956216585024449,55.87742534289392,0.8305939234005947,3,PASS,
zro2_120_formal,44,44,single,-0.35000000000253806,0.04999999999999716,-5.995434738199193,-13.566637154260683,173.21579981207014,184.79076402917764,27484.575145846622,1.0,1.5218751857906767,0.40903321410583265,50.85975214628176,0.7813275682292419,3,PASS,
zro2_120_formal,45,45,single,-0.7500000000025153,0.04999999999999716,-1.307980827044186,13.844906363295907,190.5079780466811,194.04930117551461,31871.228193811454,0.975,1.5808618289559249,0.5595476678749945,50.7132640634428,0.7995473598047504,3,PASS,
zro2_120_formal,59,59,single,-0.7500000000025153,0.0,7.578381794839589,-0.7798051026628358,195.04253728506507,194.33668132277978,37120.120589803286,1.0,0.8150174474107814,0.8140726452710823,53.05178759669955,0.9023719157179514,3,PASS,
zro2_120_formal,62,62,single,-0.7000000000025182,0.09999999999999432,-19.921382080157898,11.927576786960715,195.34941010385762,192.10570622735332,35866.029646327275,1.0,0.9333656312266569,0.7443204707088487,59.22341996096727,0.8811337300322148,3,PASS,
zro2_120_formal,63,63,single,-0.6000000000025238,0.04999999999999716,-5.882609912996593,3.9962156962173037,193.62322575989103,192.47274966004397,35757.52418640246,1.0,1.132539336721365,0.738573994261826,58.062066810707,0.8682946467340771,3,PASS,
zro2_120_formal,64,64,single,-0.7000000000025182,0.04999999999999716,-1.5989139621398312,13.227045776813855,204.15437627354413,202.3624511357986,40480.35463094658,1.0,0.9135869243934707,0.9662709040910761,36.88249264907071,0.9262761408809761,3,PASS,
zro2_120_formal,67,67,single,-0.650000000002521,0.14999999999999147,-17.465873821075323,18.286151427860005,195.64903270236067,194.1084772248488,34940.061108955786,1.0,1.278701233517502,0.6966833981453806,58.24547792935525,0.8517752425064863,3,PASS,
zro2_120_formal,68,68,single,-0.650000000002521,0.19999999999998863,15.608603560283514,10.724081321755278,188.5963614002415,185.6890882793282,34117.741346075796,0.975,0.9658735911051366,0.6569408254098852,61.23910719588788,0.8530050469814997,3,PASS,
zro2_120_formal,70,70,single,-0.7000000000025182,0.0,-23.896875539492896,6.785514501692646,188.99430263484632,184.50419861190898,31498.447972868882,1.0,1.6450260317738241,0.54484511562449,59.910191090600065,0.8025953147012518,3,PASS,
zro2_120_formal,71,71,single,-0.650000000002521,0.04999999999999716,14.084315906299254,23.080326648178893,194.97122080338596,202.6105993246402,38321.02490499738,1.0,1.5232974620702038,0.8869853683215737,18.014713001617178,0.8752858634343932,3,PASS,
zro2_120_formal,72,72,single,-0.8000000000025125,0.0,-0.35218926102770387,6.348811325549531,192.58946525598208,188.74818191729423,35003.79029830027,1.0,1.402349785447072,0.6998619892788854,48.327734424421934,0.8442359435156568,3,PASS,
zro2_120_formal,73,73,single,-0.8000000000025125,0.04999999999999716,-15.777269707467699,6.9681374532899865,200.59018025804806,202.4429775739138,39639.20040504471,1.0,0.81641258415533,0.9745578484217245,28.078417758779658,0.9328175426817986,3,PASS,
zro2_120_formal,88,88,single,-0.7500000000025153,0.04999999999999716,-10.438334123529186,9.15988392128344,202.46861039977787,199.1736086315845,37776.246946270054,1.0,2.926377293065052,0.8531332725978333,18.487828018657037,0.8121051698570333,3,PASS,
