perm,T_b
0,0.09000286280175163
1,0.06113864047678905
2,0.10614961299653763
3,0.08443889016561101
4,0.07454431725197173
5,0.12181887541263914
6,0.0947258774852022
7,0.13016359177078096
8,0.09285691382514408
9,0.07079363930311221
10,0.1310613368967903
11,0.0633508328939408
12,0.09878902040362696
13,0.14573300961455757
14,0.0806498642701531
15,0.13592654083841677
16,0.07997021061505896
17,0.11801582050332406
18,0.10146784067131225
19,0.12400092146407128
20,0.10140779178194365
21,0.17524838194400044
22,0.061570424376895236
23,0.09263322666339802
24,0.08367796709306005
25,0.20650715328267819
26,0.14193473817553717
27,0.09512822682033141
28,0.08119814226622726
29,0.16001781400935422
30,0.1383505500556263
31,0.12152262443864645
32,0.10321424401663833
33,0.0768214352406649
34,0.16323700096179175
35,0.09658370025619564
36,0.05259764048145877
37,0.08801226096711516
38,0.15596960460950976
39,0.10975938437211753
40,0.0860922554812748
41,0.10243595209471246
42,0.11649205094504926
43,0.1262312497632335
44,0.09410329323784555
45,0.12567388837435836
46,0.04771548070949431
47,0.14875888577259402
48,0.11373463356004185
49,0.12058080499309262
50,0.13874252690022768
51,0.06666623600113145
52,0.08073716910816227
53,0.16752557007158556
54,0.11529332103066374
55,0.08377497424882578
56,0.08333828464538345
57,0.13737126329118782
58,0.10289493969478217
59,0.12175327645344139
60,0.11017312349970769
61,0.081450080855377
62,0.14127694720221404
63,0.1165435946876087
64,0.1272282859949769
65,0.0947092989200189
66,0.07710500874451223
67,0.1110869562919687
68,0.14546241718560993
69,0.0975244276257452
70,0.1485831307806805
71,0.08527438746551831
72,0.11188176353630527
73,0.09545462765353988
74,0.06617116499014498
75,0.1297068909051098
76,0.11790129952161103
77,0.09062591711354591
78,0.09574148818454159
79,0.1361259366079027
80,0.07775561651957939
81,0.12595881868379105
82,0.130187103036725
83,0.1310771608215253
84,0.16075399551881073
85,0.17125773249243972
86,0.15341484722087592
87,0.08598024087160076
88,0.1117105994823591
89,0.0874558817291609
90,0.1370231245439331
91,0.1560303497397902
92,0.09117725174821735
93,0.11682425920588603
94,0.06412111552183747
95,0.12249750972506704
96,0.07457623066749133
97,0.09536058723255815
98,0.10271006911049234
99,0.07127919086342911
100,0.111974154225019
101,0.0958412380501555
102,0.12388188430787987
103,0.09748004519389566
104,0.10885552053050196
105,0.13045177861548907
106,0.09293106277190516
107,0.13279733916332892
108,0.1084082109287959
109,0.12903761861281113
110,0.082999389529057
111,0.12832137974976934
112,0.07549058669022833
113,0.15971421392842367
114,0.11679249835846434
115,0.07570340367980284
116,0.11218456137311589
117,0.11398993816956336
118,0.05209344882112049
119,0.09683038361513982
120,0.1080828705242502
121,0.06280260073616704
122,0.10951373374849065
123,0.12209073387175216
124,0.11659123290953215
125,0.14972612040355257
126,0.13795726880512757
127,0.12879715941842543
128,0.08872415407960399
129,0.11577547153052915
130,0.116785511239658
131,0.14465325752992134
132,0.07121986941403918
133,0.12870637565098625
134,0.11513230289411869
135,0.2118036859870048
136,0.09442255668641059
137,0.13644550656806378
138,0.09902681449557128
139,0.13824929857021712
140,0.10230179516306431
141,0.13144142232424005
142,0.07299528107475808
143,0.0971618676180229
144,0.05728072366930849
145,0.14420426155533325
146,0.14303534737918425
147,0.11238698521101904
148,0.10158873125546304
149,0.0691520557083132
150,0.12371712686290859
151,0.08187624227005579
152,0.07414381473446734
153,0.08911476003109643
154,0.12588107455713576
155,0.11514437919512935
156,0.06636748844089822
157,0.10527339438772401
158,0.10099222119744866
159,0.07207242282535321
160,0.08837714509628797
161,0.12080859052462409
162,0.06407992471819403
163,0.09432473834355146
164,0.13587257758248394
165,0.09869750292492738
166,0.14402925148162377
167,0.07980740433872797
168,0.14214816232761704
169,0.0986309197430886
170,0.08190650957474611
171,0.1998014335941387
172,0.1629566567603065
173,0.11092418137544767
174,0.15699571578345756
175,0.07368371636237081
176,0.14584789600592696
177,0.16789630819223858
178,0.08560989698065266
179,0.11743054246008727
180,0.0955053254344251
181,0.12071626795255548
182,0.13443057280718737
183,0.06707262274157912
184,0.1780805272934579
185,0.07602485214140045
186,0.11153630291603078
187,0.13651060683664448
188,0.11920547135111319
189,0.05831498715947539
190,0.07995690119690178
191,0.08746710236410046
192,0.049798467001615436
193,0.11930501368810212
194,0.08151083204446136
195,0.15982760613776875
196,0.15206381828068263
197,0.17390887910859518
198,0.10394802972888684
199,0.11983924528889832
200,0.10221169816574782
201,0.08914923741301305
202,0.18982574063639732
203,0.1117205766506478
204,0.08951029209097991
205,0.10286300068228044
206,0.06724590450445632
207,0.12395297689139839
208,0.09904046585160868
209,0.09765834394652438
210,0.13709136010540962
211,0.12459502358504172
212,0.12002303602732815
213,0.1439032361280514
214,0.12276925866671916
215,0.12149567273407486
216,0.08436366443885533
217,0.09570848449016821
218,0.07115306768837981
219,0.16267009155025186
220,0.12058763478139628
221,0.13348696015844086
222,0.09014745194034199
223,0.18529690693106027
224,0.08707938888379638
225,0.1114417852683015
226,0.1726924604997886
227,0.11019424703632252
228,0.1633381110051935
229,0.14317668909877887
230,0.11341606736143638
231,0.09360057217717364
232,0.10411175388702651
233,0.08793236685133565
234,0.052467639485317644
235,0.19492154593988953
236,0.07100220478866395
237,0.11105214762139787
238,0.08297701191444075
239,0.08590246847629007
240,0.11392836053915045
241,0.15761834213380077
242,0.11528380592708458
243,0.077115888589776
244,0.14885950947144627
245,0.16055219079333377
246,0.1706021770172038
247,0.07663867774562705
248,0.12866415380257112
249,0.1614023772770012
250,0.184797058584324
251,0.12287696813250769
252,0.12364424850158835
253,0.13419501417088164
254,0.12207779128642245
255,0.16115168573635186
256,0.10014983256787804
257,0.11521063717025826
258,0.14022644099749065
259,0.07997257404989076
260,0.04728213893451524
261,0.12295523276169351
262,0.060171417100042146
263,0.07669342526350988
264,0.13584477238066958
265,0.13380030749613897
266,0.15600756148629769
267,0.09024282318655609
268,0.10128567564851122
269,0.1918029049866273
270,0.0750669551020281
271,0.13962647490064312
272,0.10757354160473219
273,0.08534073224450667
274,0.15915504298431987
275,0.10328704099238248
276,0.11261137812104972
277,0.09940842305819006
278,0.1480100788875808
279,0.10953464876463229
280,0.08448657418657478
281,0.10649711702889053
282,0.1581429571366444
283,0.10336494038872823
284,0.1282676834120723
285,0.11417744053342471
286,0.09739347957124525
287,0.11649616034537548
288,0.08733618998002464
289,0.09982962229822266
290,0.12211834160034449
291,0.12465372274593958
292,0.11602747560411668
293,0.12829820888714033
294,0.09870193816777613
295,0.06449896981462933
296,0.12283355025480358
297,0.13707182719563066
298,0.1246508586993754
299,0.14870203024233566
300,0.12562697932517314
301,0.09889860663756649
302,0.068533293019303
303,0.11394983903550603
304,0.15708811674927378
305,0.10371988782887119
306,0.13417743170625449
307,0.05752347524286975
308,0.10547119566524003
309,0.06992892573036706
310,0.09061675603828556
311,0.07577621961522898
312,0.07044773432716506
313,0.13373795206186592
314,0.09362036822341885
315,0.14736889278877474
316,0.11364649515138205
317,0.10501833498255368
318,0.12244470482273062
319,0.059784214281272174
320,0.08556024072453271
321,0.1308449308156941
322,0.06941670596718877
323,0.12670315182294853
324,0.15302372998297295
325,0.1170396300901498
326,0.07315151155773542
327,0.06406707091000559
328,0.08068068708989201
329,0.11664657640611877
330,0.10721765493147897
331,0.12338003644976063
332,0.10427905088899664
333,0.11911846847696433
334,0.08262811463003696
