dataset_index,kernel_group,h_um,observed,level,param,physical_valid,no_training_candidate,invalid_phases,min_field_um,min_margin_um,q_raw,q_pred,tv_cond_i,tv_raw_diagnostic
161,500:10:2:5#L65,8.0,2,L0,,True,False,0,0.0,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",1.0,1.0
161,500:10:2:5#L65,8.0,2,L1,,True,False,0,0.15227068622429768,0.15227068622429768,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
161,500:10:2:5#L65,8.0,2,L2,45.25483399593905,True,False,0,0.1520147977771412,0.1520147977771412,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
161,500:10:2:5#L65,8.0,2,L3a,0.0,True,False,0,0.15227068622429768,0.15227068622429768,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
161,500:10:2:5#L65,8.0,2,L3b,-0.35,True,False,0,0.15227068622429768,0.15227068622429768,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
177,500:20:2:15#L2,6.0,2,L0,,True,False,0,-0.05889828805899859,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0]",1.0,1.0
177,500:20:2:15#L2,6.0,2,L1,,True,False,0,0.28229092107739745,0.28229092107739745,"[0.125, 0.0, 0.875, 0.0, 0.0]","[0.125, 0.0, 0.875, 0.0, 0.0]",0.125,0.125
177,500:20:2:15#L2,6.0,2,L2,11.31370849898476,True,False,0,0.2787982773827016,0.2787982773827016,"[0.25, 0.1875, 0.5625, 0.0, 0.0]","[0.25, 0.1875, 0.5625, 0.0, 0.0]",0.4375,0.4375
177,500:20:2:15#L2,6.0,2,L3a,0.0,True,False,0,0.28229092107739745,0.28229092107739745,"[0.125, 0.0, 0.875, 0.0, 0.0]","[0.125, 0.0, 0.875, 0.0, 0.0]",0.125,0.125
177,500:20:2:15#L2,6.0,2,L3b,-0.5,False,False,16,-4.808000044494332,-4.808000044494332,"[0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,0.0
148,1000:40:2:25#L89,6.0,3,L0,,True,False,0,-0.1422334739094429,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,1.0
148,1000:40:2:25#L89,6.0,3,L1,,True,False,0,0.1446229251081929,0.1446229251081929,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
148,1000:40:2:25#L89,6.0,3,L2,45.25483399593905,True,False,0,0.1443920820589786,0.1443920820589786,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
148,1000:40:2:25#L89,6.0,3,L3a,0.0,True,False,0,0.1446229251081929,0.1446229251081929,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
148,1000:40:2:25#L89,6.0,3,L3b,-0.35,True,False,0,0.1446229251081929,0.1446229251081929,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
181,1000:40:4:15#L56,10.0,3,L0,,True,False,0,0.0,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0]",0.0,0.0
181,1000:40:4:15#L56,10.0,3,L1,,True,False,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
181,1000:40:4:15#L56,10.0,3,L2,45.25483399593905,True,False,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
181,1000:40:4:15#L56,10.0,3,L3a,0.0,True,False,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
181,1000:40:4:15#L56,10.0,3,L3b,-0.35,True,False,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,1.0
164,4000:10:3:20#L70,10.0,2,L0,,True,False,0,-0.12359237536035236,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,1.0
164,4000:10:3:20#L70,10.0,2,L1,,True,False,0,-0.14596545396020566,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
164,4000:10:3:20#L70,10.0,2,L2,45.25483399593905,True,False,0,-0.14620110656488888,-0.00023565260468322302,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
164,4000:10:3:20#L70,10.0,2,L3a,0.0,True,False,0,-0.14596545396020566,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
164,4000:10:3:20#L70,10.0,2,L3b,-0.35,True,False,0,-0.14596545396020566,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0]",0.0,0.0
