session_id,measurement_id,sample_id,roi_within_measurement,theta_session_deg,d4_transform_session,center_x_um,center_y_um,region_score,edge_score,objective_score,center_search_boundary_hit,registration_unstable,sensitivity_span_um,sensitivity_centers,initialization,status,warning,paired_center_separation_um,slot_assignment_conflict
zro2_120_formal,1,1,single,-0.7000000000025182,identity,15.620231918634701,1.646148696594956,84.98598622985628,11.536901161262923,0.26605058868675246,False,True,4.031128874149275,"0.25/0.75:14.620,1.646;0.50/0.50:15.620,1.646;0.75/0.25:18.120,3.646",fixed-domain_component,REVIEW,weight sensitivity exceeds threshold,,
zro2_120_formal,2,2,single,-0.7000000000025182,identity,2.367595949057165,0.6119578688592107,44.32061438938943,10.024543858583003,1.4566690295966018,False,False,1.5,"0.25/0.75:2.368,0.612;0.50/0.50:2.368,0.612;0.75/0.25:2.368,-0.888",fixed-domain_component,PASS,,,
zro2_120_formal,3,3,single,-0.7000000000025182,identity,-2.745359002918253,20.22675084911431,17.471984132379472,7.3745125684606405,0.23672981714689617,False,True,3.905124837953327,"0.25/0.75:-0.745,21.227;0.50/0.50:-2.745,20.227;0.75/0.25:-3.745,18.727",fixed-domain_component,REVIEW,weight sensitivity exceeds threshold,,
zro2_120_formal,4,4,single,-0.7000000000025182,identity,16.44478974520384,-0.7505775567958821,10.155611686369788,6.264425296518374,0.8751903639901374,False,False,2.23606797749979,"0.25/0.75:15.445,-0.751;0.50/0.50:16.445,-0.751;0.75/0.25:17.445,-1.751",fixed-domain_component,PASS,,,
zro2_120_formal,5,5,single,-0.7000000000025182,identity,-16.83529865552989,12.554510957406402,20.766748843947354,6.72309721305988,0.40209958487712266,False,True,3.605551275463989,"0.25/0.75:-15.335,11.055;0.50/0.50:-16.835,12.555;0.75/0.25:-18.335,13.055",fixed-domain_component,REVIEW,weight sensitivity exceeds threshold,,
zro2_120_formal,6,6,single,-0.7000000000025182,identity,-16.31314406501687,15.004060299925737,5.3262871792857664,2.7374647017275584,0.23960068616729108,False,True,4.6097722286464435,"0.25/0.75:-16.313,12.504;0.50/0.50:-16.313,15.004;0.75/0.25:-19.313,16.004",fixed-domain_component,REVIEW,weight sensitivity exceeds threshold,,
zro2_120_formal,7,7,single,-0.7000000000025182,identity,-22.260176882122963,3.77742360958947,32.94362423958741,6.540467153920149,0.6884361197369522,False,False,2.0,"0.25/0.75:-22.260,4.777;0.50/0.50:-22.260,3.777;0.75/0.25:-22.260,2.777",fixed-domain_component,PASS,,,
zro2_120_formal,8,8,single,-0.7000000000025182,identity,19.43894660984438,-8.904262896141276,13.31356336767402,6.557227186407554,0.9263490682256192,False,True,3.0413812651491097,"0.25/0.75:16.439,-8.404;0.50/0.50:19.439,-8.904;0.75/0.25:19.439,-8.904",fixed-domain_component,REVIEW,weight sensitivity exceeds threshold,,
zro2_120_formal,9,9,single,-0.7000000000025182,identity,15.083475040102968,2.4317440438157263,242.10025850571768,18.423793438149712,0.8548882875797098,False,True,4.031128874149275,"0.25/0.75:15.083,2.432;0.50/0.50:15.083,2.432;0.75/0.25:13.083,-1.068",fixed-domain_component,REVIEW,weight sensitivity exceeds threshold,,
zro2_120_formal,10,10,single,-0.7000000000025182,identity,19.291729592902698,3.6134888710062523,19.56148692975407,2.5819889183754623,0.783092485150324,False,False,2.0,"0.25/0.75:17.292,3.613;0.50/0.50:19.292,3.613;0.75/0.25:19.292,3.613",fixed-domain_component,PASS,,,
